"","inexpfte","ugds_nhpi","city","st_fips","avgfacsal","tuitionfee_out","highdeg","ccugprof","main","tuitfte","tuitionfee_in","locale","unitid","relaffil","curroper","distanceonly","womenonly","preddeg","annhi","ugds","ccbasic","zip","pftfac","hbcu","pptug_ef2","ugds_nra","ugds_white","nanti","pctpell","ugds_aian","numbranch","control","pbi","menonly","hcm2","ugds_unkn","aanapii","hsi","ugds_black","accredagency","tribal","ugds_hisp","ccsizset","ugds_2mor","ugds_asian","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_prog","year","par_ed_pct_hs","md_faminc","dep_inc_avg","faminc_ind","faminc","age_entry","first_gen","ind_inc_avg","appl_sch_pct_ge5","loan_ever","dependent","appl_sch_pct_ge2","appl_sch_pct_ge3","married","pell_ever","appl_sch_pct_ge4","veteran","par_ed_pct_ps","pctfloan","female","debt_mdn","ug25abv","par_ed_pct_ms","grad_debt_mdn","age_entry_sq","agege24","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"57",3265,0.0094,"Tucson",4,NA,NA,1,-2,1,7758,NA,11,104504,-2,1,0,0,1,0,213,-2,85710,NA,0,0.4131,0,0.6291,0,0.6246,0.0141,1,3,0,0,0,0.0094,0,0,0.0469,"Accrediting Commission of Career Schools and Colleges",0,0.2535,-2,0.0329,0.0047,"Cortiva Institute-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25559,11150,2010,0.4469273743,21889,52621,25961,32656,31,0.4944134078,25961,NA,0.949308756,0.2511520737,0.2304147465,NA,0.2119815668,0.709677419,NA,0.0253456221,0.5055865922,0.851,0.7304147465,9034,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",6111,0,"Tucson",4,NA,NA,1,-2,0,8029,NA,11,103741,-2,1,0,0,1,0,149,-2,85716,NA,0,0.3758,0,0.2282,0,0.8821,0.0067,13,3,0,0,0,0.0134,0,0,0.0738,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.6711,-2,0.0067,0,"Empire Beauty School-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35121,16000,2010,0.4732824427,13733,36185,13430,21419,26,0.5648854962,13430,NA,0.905325444,0.3510848126,0.3136094675,0.0828402367,0.1932938856,0.91321499,NA,NA,0.4351145038,0.959,0.9349112426,9416.5,NA,NA,13675.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",5458,0.0024,"Phoenix",4,NA,NA,1,-2,1,7854,NA,11,103811,-2,1,0,0,1,0,409,-2,85043,NA,0,0,0,0.4963,0,0.6508,0.0073,1,3,0,0,0,0.066,0,0,0.2567,"Accrediting Commission of Career Schools and Colleges",0,0.1614,-2,0,0.0098,"American Institute of Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9946,8420,2010,0.5760499432,22521,37969,28365,28735,39,0.6583427923,28365,NA,0.986037736,0.038490566,0.081509434,0.0166037736,0.3886792453,0.698867925,NA,0.1456603774,0.3416572077,0.9108,0.1037735849,4395,NA,NA,4522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",5705,0.0014,"Phoenix",4,9437,7518,2,1,1,982,1734,11,105792,-2,1,0,0,2,0,3626,2,85042,1,0,0.658,0.0085,0.1721,0,0.3167,0.059,1,1,0,0,0,0.099,0,0,0.1931,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.4214,3,0.0066,0.0389,"South Mountain Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13074,NA,NA,2010,0.4471049195,17930,30026,17157,22570,26,0.5920766217,17157,0.0721311475,0.34,0.4206557377,0.4813114754,0.2324590164,0.1570491803,0.96,0.1272131148,0.0144262295,0.4079233783,0.0672,0.5940983607,4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1925,0.0109,"Tempe",4,5229,18048,3,6,0,19621,18048,12,105172,-2,0,0,0,2,0,829,28,85282,0.1111,0,0.2376,0,0.4729,0,0.6607,0.1653,142,3,0,0,1,0.0326,0,0,0.0856,"Accrediting Council for Independent Colleges and Schools",0,0.2171,6,0,0.0157,"ITT Technical Institute-Tempe",NA,NA,0.3297,0.3449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25375,NA,NA,2010,0.4889808306,18432,42761,20510,26184,29,0.5463231895,20510,0.0148002837,0.828263292,0.25496643,0.2296208291,0.0699214397,0.2345573269,0.856067932,0.0283111836,0.1157866622,0.4536768105,0.825,0.2943294744,4169,NA,NA,8065.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",9532,0,"Tsaile",4,5768,805,3,5,1,157,805,43,105297,-2,1,0,0,2,1,1978,33,86556,1,0,0.4323,0,0.0046,0,0.8284,0.9924,1,1,0,0,0,0,0,0,0.0015,"North Central Association of Colleges and Schools The Higher Learning Commission",1,5e-04,9,0,0.001,"Dine College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10770,NA,NA,2010,0.4217898833,13996,26887,10866,18350,25,0.4840466926,10866,0.051703163,NA,0.4671532847,0.3333333333,0.1605839416,0.1052311436,NA,0.0875912409,0.0103406326,0.5159533074,0,0.5924574209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",6584,0,"Flagstaff",4,NA,NA,1,-2,0,8056,NA,13,104434,-2,1,0,0,1,0,31,-2,86004,NA,0,0,0,0.5484,0,0.7593,0.1935,14,3,0,0,0,0,0,0,0.0645,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.1935,-2,0,0,"Empire Beauty School-Flagstaff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34479,16000,2010,0.4601769912,15589,50673,16491,28514,25,0.5221238938,16491,0.0220994475,0.94106814,0.3517495396,0.3462246777,0.1031307551,0.2136279926,0.861878453,0.0460405157,NA,0.4778761062,0.9537,0.9208103131,10556,NA,NA,16131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",1771,0,"Phoenix",4,6026,NA,4,5,0,6371,NA,11,105367,52,1,0,0,3,0,487,19,85021,0.875,0,0.9856,0,0.4517,0,0.3398,0.0226,5,2,0,0,0,0.2977,0,0,0.0801,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1314,6,0,0.0164,"Ottawa University-Phoenix",NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,0.4193548387,39909,71054,46002,51726,32,0.4611316764,46002,0.0786412285,0.963238716,0.228478362,0.4713820382,0.2322010237,0.3508608655,0.633317822,0.1307584923,0.033969288,0.5388683236,0.6918,0.6682177757,9375,NA,NA,20833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",4924,0,"Fort Mohave",4,NA,NA,1,-2,1,10205,NA,33,459125,-2,1,0,0,1,0,23,-2,86426,NA,0,0.0435,0,0.4348,0,0.5714,0,2,3,0,0,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.5652,-2,0,0,"All Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15500,13600,2010,NA,9349,29821,10289,16149,26,NA,10289,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,0.6071,NA,6681.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",6226,0,"Tucson",4,NA,NA,1,-2,0,9502,NA,11,458177,-2,1,0,0,1,0,79,-2,85705,NA,0,0.1899,0,0.3797,0,0.5529,0,85,3,0,0,0,0.2532,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.2658,-2,0.1013,0,"Regency Beauty Institute-North Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37784,17175,2010,0.4924605596,16158,49772,15422,28170,25,0.5389174584,15422,0.036492139,0.906966681,0.3711236117,0.416270013,0.1630607241,0.1675320929,0.857637386,0.0698831675,0.0087263811,0.4610825416,0.8588,0.9469926439,8375,NA,NA,13034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",1636,NA,"Phoenix",4,5406,NA,2,6,0,15646,NA,11,470861,-2,0,0,0,2,0,NA,14,85037,0.0417,0,NA,NA,NA,0,NA,NA,142,3,0,0,1,NA,0,0,NA,"Accrediting Council for Independent Colleges and Schools",0,NA,6,NA,NA,"ITT Technical Institute-Phoenix West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",9752,NA,"Scottsdale",4,7292,NA,4,5,0,12563,NA,12,483124,-2,1,0,0,3,0,NA,17,85257,0.8437,0,NA,NA,NA,0,NA,NA,5,1,0,0,0,NA,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,NA,12,NA,NA,"Arizona State University-Skysong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",5111,0.0093,"Phoenix",4,6720,14820,3,7,0,18538,14820,11,454245,-2,1,0,0,3,0,324,26,85021,0.1566,0,0.3148,0,0.6944,0,0.3926,0.0093,9,3,0,0,0,0.1111,0,0,0.0494,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.0926,6,0.0031,0.0309,"Chamberlain College of Nursing-Arizona",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,0.4165699698,64453,83904,71396,72858,35,0.4694824785,71396,0.0382211292,0.977866585,0.116917717,0.3499333948,0.1479659801,0.4798647402,0.446357209,0.0736755815,0.0654780203,0.5305175215,0.9298,0.9161799365,14250,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",8599,0,"Casa Grande",4,NA,NA,1,-2,1,11716,NA,41,444936,-2,1,0,0,1,0,37,-2,85122,NA,0,0,0,0.5676,0,1,0,1,3,0,0,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.4324,-2,0,0,"Turning Point Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17231,13600,2010,0.4418604651,8184,27790,12581,16114,27,0.5813953488,12581,NA,NA,0.2323232323,0.2929292929,NA,0.1818181818,NA,NA,NA,0.4186046512,1,NA,9500,NA,NA,15684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",6579,0,"Prescott",4,NA,NA,1,-2,0,8053,NA,13,262299,-2,0,0,0,1,0,78,-2,86303,NA,0,0.2308,0,0.7949,0,0.8449,0.0513,14,3,0,0,0,0,0,0,0.0128,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.141,-2,0,0,"Empire Beauty School-Prescott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35889,16000,2010,0.4601769912,15589,50673,16491,28514,25,0.5221238938,16491,0.0220994475,0.94106814,0.3517495396,0.3462246777,0.1031307551,0.2136279926,0.861878453,0.0460405157,NA,0.4778761062,0.9465,0.9208103131,10556,NA,NA,16131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",5015,0.0031,"Tempe",4,4847,19200,4,11,1,21957,19200,12,363934,-2,1,0,0,3,0,978,28,85283,0.2667,0,0,0.0112,0.6207,0,0.3633,0.0072,1,3,0,0,0,0.1299,0,0,0.0685,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.0706,8,0.0603,0.0286,"University of Advancing Technology",NA,NA,0.7958,0.7958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33478,NA,NA,2010,0.3353204173,35625,73782,27814,55207,23,0.3561847988,27814,0.0448979592,0.956462585,0.5959183673,0.3823129252,0.1578231293,0.1401360544,0.682993197,0.0843537415,0.0721088435,0.6438152012,0.6367,0.1034013605,13001,NA,NA,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2336,0,"Tempe",4,4353,NA,2,3,0,6210,NA,12,404055,-2,1,0,0,1,0,579,13,85281,0.4706,0,0,0,0.3731,0,0.9156,0.1295,4,3,0,0,0,0.0604,0,0,0.1554,"Accrediting Council for Independent Colleges and Schools",0,0.2746,1,0,0.0069,"Brookline College-Tempe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24193,13750,2010,0.4863842663,10314,26590,12785,15555,28,0.5990922844,12785,0.0184132142,0.931627403,0.2006498781,0.255077173,0.0835364203,0.2083671812,0.958841051,0.0379095586,0.018819388,0.4009077156,0.9322,0.7841862984,8937,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",8436,NA,"Glendale",4,8582,NA,4,13,0,10868,NA,11,407009,-2,1,0,0,3,0,NA,19,85306,0.8571,0,NA,NA,NA,0,NA,NA,5,1,0,0,0,NA,0,1,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,NA,12,NA,NA,"Arizona State University-West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",10977,NA,"Tempe",4,5920,NA,4,0,1,22828,NA,12,420246,-2,1,0,0,4,0,NA,26,85282,1,0,NA,NA,NA,0,NA,NA,1,2,0,0,0,NA,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,NA,18,NA,NA,"Southwest College of Naturopathic Medicine & Health Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",5824,0,"Tucson",4,NA,NA,1,-2,0,8889,NA,11,450854,-2,1,0,0,1,0,110,-2,85710,NA,0,0.2455,0,0.2545,0,0.6465,0.0091,85,3,0,0,0,0.3727,0,0,0.0273,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.2091,-2,0.1273,0,"Regency Beauty Institute-East Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35527,17175,2010,0.4924605596,16158,49772,15422,28170,25,0.5389174584,15422,0.036492139,0.906966681,0.3711236117,0.416270013,0.1630607241,0.1675320929,0.857637386,0.0698831675,0.0087263811,0.4610825416,0.7475,0.9469926439,8375,NA,NA,13034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",4418,0.0094,"Phoenix",4,5430,10812,3,11,0,10087,10812,11,456612,-2,1,0,0,2,0,530,14,85029,0.1094,0,0,0,0.6679,0,0.7432,0.0604,33,3,0,0,0,0.0226,0,0,0.1642,"Accrediting Council for Independent Colleges and Schools",0,0.034,6,0.0113,0.0302,"Brown Mackie College-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21393,NA,NA,2010,0.5279214064,14015,30565,16041,19054,29,0.597983454,16041,0.0314232902,0.44136373,0.2074347915,0.9445471349,0.2776750873,0.2238652701,0.947422469,0.0833846786,0.056274389,0.402016546,0.8833,0.7313616759,8021,NA,NA,16555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",3265,0,"Phoenix",4,NA,NA,1,-2,1,9698,NA,11,459116,-2,1,0,0,1,0,131,-2,85017,NA,0,0.1756,0,0.8397,0,0.1059,0.0076,1,3,0,0,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.145,-2,0,0.0076,"Paul Mitchell the School-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33592,13500,2010,NA,26391,58974,21426,40688,23,0.5078125,21426,NA,0.850649351,0.512987013,0.3376623377,0.1428571429,0.1558441558,0.792207792,NA,NA,0.4921875,0.0471,0.9090909091,4730.5,NA,NA,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",3779,NA,"Phoenix",4,7160,NA,4,5,0,14697,NA,11,482422,-2,1,0,0,3,0,NA,19,85021,0.1783,0,NA,NA,NA,0,NA,NA,25,3,0,0,0,NA,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,NA,6,NA,NA,"DeVry University-Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1784,NA,"Kingman",4,NA,NA,1,-2,0,729,NA,33,485306,-2,1,0,0,1,0,NA,-2,86409,NA,0,NA,NA,NA,0,NA,NA,2,3,0,0,0,NA,0,0,NA,"National Accrediting Commission of Cosmetology Arts and Sciences",0,NA,-2,NA,NA,"All Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2016,NA,"Tempe",4,3920,NA,4,11,1,12922,NA,12,484613,-2,1,0,0,3,0,NA,17,85282,0.046,0,NA,NA,NA,0,NA,NA,38,3,0,0,0,NA,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,NA,15,NA,NA,"University of Phoenix-Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",5029,NA,"Clarkdale",4,NA,NA,1,-2,1,6755,NA,41,484163,-2,0,0,0,1,0,NA,-2,86324,NA,0,NA,NA,NA,0,NA,NA,1,3,0,0,0,NA,0,0,NA,NA,0,NA,-2,NA,NA,"Arizona School of Integrative Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",4257,0.0035,"Phoenix",4,6100,18048,3,6,0,20129,18048,11,451972,-2,0,0,0,2,0,568,23,85021,0.1282,0,0.1391,0,0.5053,0,0.6696,0.0546,142,3,0,0,1,0.0106,0,0,0.1162,"Accrediting Council for Independent Colleges and Schools",0,0.2852,6,0.0106,0.0141,"ITT Technical Institute-Phoenix",NA,NA,0.3226,0.3449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25529,NA,NA,2010,0.4889808306,18432,42761,20510,26184,29,0.5463231895,20510,0.0148002837,0.828263292,0.25496643,0.2296208291,0.0699214397,0.2345573269,0.856067932,0.0283111836,0.1157866622,0.4536768105,0.8614,0.2943294744,4169,NA,NA,8065.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",9181,0.0085,"Mesa",4,NA,NA,1,-2,0,14011,NA,11,454476,-2,1,0,0,1,0,117,-2,85202,NA,0,0.2393,0,0.4615,0,0.6378,0,85,3,0,0,0,0.265,0,0,0.0256,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.1197,-2,0.1111,0.0085,"Regency Beauty Institute-Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36425,17175,2010,0.4924605596,16158,49772,15422,28170,25,0.5389174584,15422,0.036492139,0.906966681,0.3711236117,0.416270013,0.1630607241,0.1675320929,0.857637386,0.0698831675,0.0087263811,0.4610825416,0.7602,0.9469926439,8375,NA,NA,13034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",4705,NA,"Phoenix",4,NA,NA,1,-2,0,10253,NA,11,469610,-2,1,0,0,1,0,NA,-2,85053,NA,0,NA,NA,NA,0,NA,NA,3,3,0,0,0,NA,0,0,NA,"Council on Occupational Education",0,NA,-2,NA,NA,"Allen School-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
