"","inexpfte","city","st_fips","avgfacsal","highdeg","ccugprof","main","tuitfte","locale","unitid","relaffil","pctpell","curroper","ugds_nhpi","distanceonly","womenonly","ugds_aian","ugds","preddeg","annhi","ccbasic","zip","ugds_2mor","pftfac","hbcu","ugds_black","nanti","ugds_unkn","ugds_asian","numbranch","control","pptug_ef2","ugds_nra","pbi","menonly","hcm2","ugds_white","aanapii","hsi","accredagency","tribal","ugds_hisp","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","year","appl_sch_pct_ge3","md_faminc","loan_ever","married","par_ed_pct_ps","debt_mdn","age_entry","female","faminc","pctfloan","appl_sch_pct_ge2","pell_ever","first_gen","grad_debt_mdn","ug25abv","par_ed_pct_ms","par_ed_pct_hs","appl_sch_pct_ge4","appl_sch_pct_ge5","dep_inc_avg","ind_inc_avg","age_entry_sq","agege24","dependent","veteran","faminc_ind","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"55",3443,"Tucson",4,NA,1,-2,1,12540,11,105987,-2,0.7164,1,0.0084,0,0,0.0253,356,1,0,-2,85711,0.014,NA,0,0.0618,0,0.014,0.014,1,3,0,0,0,0,0,0.2444,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.618,-2,"Tucson College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23296,NA,NA,14682,2014,0.0746268657,11193,0.907131012,0.1774461028,0.422907489,9498,28,0.5306799337,17014,0.6326,0.2421227197,0.890547264,0.577092511,9499,NA,NA,0.5,0.0497512438,0.0315091211,25159,13239,NA,NA,0.3167495854,NA,13239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",3883,"Tucson",4,5464,3,11,0,10380,11,104364,-2,0.8567,1,0.0033,0,0,0.0573,611,2,0,23,85712,0,0.0893,0,0.1211,0,0.0098,0.018,33,3,0,0,0,0,0,0.3552,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.4354,6,"Brown Mackie College-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24379,NA,13203,13203,NA,2014,0.147148871,14678,0.892460773,0.1732874091,0.4899261249,12004.5,28,0.6951779564,22187,0.7895,0.3754688098,0.876195943,0.5100738751,22141.5,NA,NA,0.4568262496,0.0769996173,0.0444316877,36770,16069,NA,NA,0.2955223881,0.0212399541,16069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",3265,"Tucson",4,NA,1,-2,1,7758,11,104504,-2,0.629,1,0,0,0,0.0231,130,1,0,-2,85710,0.0077,NA,0,0.0231,0,0.0462,0.0154,1,3,0.4231,0,0,0,0,0.4923,0,0,"Accrediting Commission of Career Schools and Colleges",0,0.3923,-2,"Cortiva Institute-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21692,NA,NA,11194,2014,0.0938123752,16389,0.886227545,0.1516966068,0.505,6333,29,0.7065868263,24031,0.819,0.3193612774,0.72255489,0.495,6333,NA,NA,0.4325,NA,NA,34366,18910,NA,NA,0.3313373253,NA,18910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",6111,"Tucson",4,NA,1,-2,0,8029,11,103741,-2,0.7962,1,0.0079,0,0,0.0873,126,1,0,-2,85716,0,NA,0,0.0873,0,0.0079,0.0159,13,3,0.2222,0,0,0,0,0.2143,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.5794,-2,"Empire Beauty School-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17260,NA,NA,16750,2014,0.1286967826,13126,0.830029249,0.1316217095,0.4264889629,7899,26,0.9447513812,21724,0.6615,0.3581410465,0.883652909,0.5735110371,9833,NA,NA,0.5214493961,0.0601234969,0.0354241144,35656,13421,NA,NA,0.3734156646,0.01039974,13421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",5458,"Phoenix",4,NA,1,-2,1,7854,11,103811,-2,0.4276,1,0.0038,0,0,0.0113,266,1,0,-2,85043,0.0414,NA,0,0.2481,0,0.0263,0.0226,1,3,0,0,0,0,0,0.4737,0,0,"Accrediting Commission of Career Schools and Colleges",0,0.1729,-2,"American Institute of Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18599,NA,NA,9150,2014,0.0507682031,18568,0.977955912,0.3366733467,0.4032421479,6030,36,0.1095524382,23410,0.6477,0.1476285905,0.573146293,0.5967578521,6135,NA,NA,0.5430597771,0.0233800935,0.0126920508,37234,22410,NA,NA,0.0674682699,0.1148964596,22410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",5705,"Phoenix",4,9437,2,1,1,982,11,105792,-2,0.5068,1,0.003,0,0,0.0569,3653,2,0,2,85042,0.0178,1,0,0.2091,0,0.0821,0.026,1,1,0.6523,0.0049,0,0,0,0.115,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.4851,3,"South Mountain Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12324,NA,2046,7830,NA,2014,0.3403805497,16598,0.407329105,0.1247357294,0.4279155188,5428,27,0.5993657505,21515,0.2584,0.5997181113,0.928470754,0.5720844812,9850,NA,NA,0.4311294766,0.2033121917,0.1374207188,29336,15136,NA,NA,0.4492600423,0.0081042988,15136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1925,"Tempe",4,5229,3,6,0,19621,12,105172,-2,0.7229,0,0,0,0,0.1326,445,2,0,28,85282,0.0292,0.1111,0,0.0921,0,0.027,0.0247,142,3,0.2854,0,0,0,1,0.4427,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.2517,6,"ITT Technical Institute-Tempe",NA,NA,0.9191,0.85361152058056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27722,NA,18048,18048,NA,2014,0.1155599665,17481,0.800189188,0.2337406569,0.5027142493,13566,30,0.3006544056,24793,0.8012,0.3016158546,0.814378315,0.4972857507,25827.5,NA,NA,0.4464891136,0.060710852,0.0355891201,39094,20898,NA,NA,0.2140619669,0.0309214403,20898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",9532,"Tsaile",4,5768,3,5,1,157,43,105297,-2,0.6092,1,0,0,0,0.9894,1420,2,1,33,86556,0,1,0,0.0014,0,0,0.0028,1,1,0.4056,0,0,0,0,0.0056,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",1,7e-04,9,"Dine College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11610,NA,725,725,NA,2014,0.2147562582,12922,NA,0.0540184453,0.5246710526,NA,24,0.6297760211,17109,0,0.3570487484,NA,0.4753289474,NA,NA,NA,0.4309210526,0.1488801054,0.0948616601,23625,9455,NA,NA,0.5401844532,NA,9455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",6584,"Flagstaff",4,NA,1,-2,0,8056,13,104434,-2,0.7381,1,0,0,0,0.2833,60,1,0,-2,86004,0.0333,NA,0,0.0333,0,0,0,14,3,0,0,0,0,0,0.5167,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.1333,-2,"Empire Beauty School-Flagstaff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17489,NA,NA,16750,2014,0.1500915192,13501,0.835875534,0.1311775473,0.4804297774,7775,25,0.9380719951,23313,0.6786,0.3788895668,0.863636364,0.5195702226,10050,NA,NA,0.4716039908,0.0732153752,0.0460646736,40916,13013,NA,NA,0.3691275168,0.0051860891,13013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",1771,"Phoenix",4,6026,4,5,0,6371,11,105367,52,0.5246,1,0.0029,0,0,0.0319,345,3,0,19,85021,0.0348,0.875,0,0.0957,0,0.1594,0.0087,5,2,0.9942,0.0029,0,0,0,0.5188,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1449,6,"Ottawa University-Phoenix",NA,NA,NA,0.99473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11670,11670,NA,2014,0.2773061686,32981,0.933220147,0.3327674024,0.5618051014,12500,31,0.636106395,45011,0.6203,0.5302773062,0.595925297,0.4381948986,22000,NA,NA,0.3891432309,0.1533672892,0.1013016412,68105,36978,NA,NA,0.2580645161,0.013016412,36978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",4924,"Fort Mohave",4,NA,1,-2,1,10205,33,459125,-2,0.72,1,0,0,0,0.027,37,1,0,-2,86426,0.027,NA,0,0,0,0,0,2,3,0,0,0,0,0,0.7027,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.2432,-2,"All Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13247,NA,NA,14100,2014,NA,11845,NA,0.2907801418,NA,7011,27,NA,20356,0.68,0.3120567376,0.907801418,0.5263157895,7056,NA,NA,0.4824561404,NA,NA,31659,17171,NA,NA,0.219858156,NA,17171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",6226,"Tucson",4,NA,1,-2,0,9502,11,458177,-2,0.8,1,0,0,0,0,72,1,0,-2,85705,0.1806,NA,0,0.0139,0,0.4583,0,85,3,0.2222,0,0,0,0,0.1806,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.1667,-2,"Regency Beauty Institute-North Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23849,NA,NA,17400,2014,0.2039036956,12463,0.866144853,0.128603983,0.4881307408,9500,24,0.9533339939,23288,0.8,0.4615079758,0.887545824,0.5118692592,14144,NA,NA,0.4636764881,0.1092836619,0.0670761914,41621,11427,NA,NA,0.3928465273,0.0096106212,11427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",1636,"Phoenix",4,5406,2,6,0,15646,11,470861,-2,0.7786,0,0.0031,0,0,0.0251,319,2,0,14,85037,0.0408,0.0417,0,0.1442,0,0.0376,0.0313,142,3,0.2445,0,0,0,1,0.3292,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.3887,6,"ITT Technical Institute-Phoenix West",NA,NA,0.9624,0.85361152058056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27428,NA,18048,18048,NA,2014,0.1155599665,17481,0.800189188,0.2337406569,0.5027142493,13566,30,0.3006544056,24793,0.7443,0.3016158546,0.814378315,0.4972857507,25827.5,NA,NA,0.4464891136,0.060710852,0.0355891201,39094,20898,NA,NA,0.2140619669,0.0309214403,20898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",9752,"Scottsdale",4,7292,4,5,0,12563,12,483124,-2,0.4215,1,0.0055,0,0,0.0127,11340,3,0,17,85257,0.0386,0.8437,0,0.0802,0,0.0146,0.0348,5,1,0.5594,0.001,0,0,0,0.629,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1835,12,"Arizona State University-Skysong",NA,NA,0.6091,0.78443051201671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20591,NA,8503,15137,NA,2014,0.351074513,37288,0.824563165,0.147620004,0.6195220588,15034.5,24,0.5395661779,57456,0.6622,0.5892414809,0.599651871,0.3804779412,20229,NA,NA,0.3357352941,0.2327441923,0.1609426257,73725,32920,NA,NA,0.6012920935,0.007029524,32920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",5111,"Phoenix",4,6720,3,7,0,18538,11,454245,-2,0.5301,1,0.0035,0,0,0.0194,568,3,0,26,85021,0.0176,0.1566,0,0.0475,0,0.0563,0.0669,9,3,0.3944,0.0053,0,0,0,0.6144,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.169,6,"Chamberlain College of Nursing-Arizona",NA,NA,0.5,0.66386554621848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34098,NA,17280,17280,NA,2014,0.2088064431,46841,0.956099815,0.404805915,0.5276008493,18750,33,0.8982703987,56736,0.8874,0.4360311592,0.378069712,0.4723991507,24581,NA,NA,0.4124203822,0.1163850013,0.0688539741,67998,54992,NA,NA,0.1340771059,0.0126749406,54992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",8599,"Casa Grande",4,NA,1,-2,1,11716,41,444936,-2,0.88,1,0,0,0,0,47,1,0,-2,85122,0,NA,0,0.0426,0,0,0,1,3,0,0,0,0,0,0.1915,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.766,-2,"Turning Point Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11016,NA,NA,17137,2014,NA,8552,NA,0.2903225806,0.431372549,13584,24,NA,15793,0.94,NA,NA,0.568627451,16244,NA,NA,NA,NA,NA,37710,9978,NA,NA,0.2096774194,NA,9978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",6579,"Prescott",4,NA,1,-2,0,8053,13,262299,-2,0.8077,0,0.0139,0,0,0.0139,72,1,0,-2,86303,0.0278,NA,0,0.0139,0,0,0,14,3,0.2778,0,0,0,0,0.75,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.1806,-2,"Empire Beauty School-Prescott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16188,NA,NA,16750,2014,0.1500915192,13501,0.835875534,0.1311775473,0.4804297774,7775,25,0.9380719951,23313,0.7,0.3788895668,0.863636364,0.5195702226,10050,NA,NA,0.4716039908,0.0732153752,0.0460646736,40916,13013,NA,NA,0.3691275168,0.0051860891,13013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",5015,"Tempe",4,4847,4,11,1,21957,12,363934,-2,0.4161,1,0.0038,0,0,0.0102,784,3,0,28,85283,0.0676,0.2667,0,0.0791,0,0.139,0.0217,1,3,0,0.0026,0,0,0,0.5714,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.1046,8,"University of Advancing Technology",NA,NA,0.8345,0.83445491251682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32809,NA,21150,21150,NA,2014,0.2127659574,30770,0.874274662,0.1315280464,0.5956989247,15000,23,0.1740812379,51250,0.6236,0.4371373308,0.64410058,0.4043010753,30827,NA,NA,0.3806451613,0.1470019342,0.1063829787,71530,21363,NA,NA,0.5957446809,0.0270793037,21363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2336,"Tempe",4,4353,2,3,0,6210,12,404055,-2,0.7158,1,0.0025,0,0,0.1386,404,1,0,13,85281,0.0198,0.4706,0,0.1411,0,0.0124,0.0099,4,3,0.3317,0,0,0,0,0.1757,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.5,1,"Brookline College-Tempe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26465,NA,NA,15225,2014,0.164043082,13439,0.902789285,0.2090582712,0.4439941046,9500,28,0.7785142226,19144,0.6047,0.3739298536,0.863021265,0.5560058954,9500,NA,NA,0.4517317612,0.0853355427,0.0505385253,27178,16542,NA,NA,0.244683789,0.0077326705,16542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",8436,"Glendale",4,8582,4,13,0,10868,11,407009,-2,0.4992,1,0.0027,0,0,0.0238,3280,3,0,19,85306,0.0329,0.8571,0,0.0534,0,0.0104,0.054,5,1,0.1561,0.0216,0,0,0,0.5226,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.2787,12,"Arizona State University-West",NA,NA,0.778,0.78443051201671,490,600,490,590,NA,NA,545,540,NA,21,27,20,26,21,26,NA,NA,24,23,24,NA,1095,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20252,NA,9683,23312,NA,2014,0.351074513,37288,0.824563165,0.147620004,0.6195220588,15034.5,24,0.5395661779,57456,0.5977,0.5892414809,0.599651871,0.3804779412,20229,NA,NA,0.3357352941,0.2327441923,0.1609426257,73725,32920,NA,NA,0.6012920935,0.007029524,32920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",10977,"Tempe",4,5920,4,0,1,22828,12,420246,-2,NA,1,NA,0,0,NA,NA,4,0,26,85282,NA,1,0,NA,0,NA,NA,1,2,NA,NA,0,0,0,NA,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,NA,18,"Southwest College of Naturopathic Medicine & Health Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",5824,"Tucson",4,NA,1,-2,0,8889,11,450854,-2,0.7939,1,0,0,0,0,87,1,0,-2,85710,0.1264,NA,0,0.0115,0,0.5517,0,85,3,0.2644,0,0,0,0,0.1839,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.1264,-2,"Regency Beauty Institute-East Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23365,NA,NA,17400,2014,0.2039036956,12463,0.866144853,0.128603983,0.4881307408,9500,24,0.9533339939,23288,0.8015,0.4615079758,0.887545824,0.5118692592,14144,NA,NA,0.4636764881,0.1092836619,0.0670761914,41621,11427,NA,NA,0.3928465273,0.0096106212,11427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",4418,"Phoenix",4,5430,3,11,0,10087,11,456612,-2,0.8135,1,0,0,0,0.0586,648,2,0,14,85029,0.0015,0.1094,0,0.1667,0,0.0093,0.0201,33,3,0,0,0,0,0,0.4167,0,0,"Accrediting Council for Independent Colleges and Schools",0,0.3272,6,"Brown Mackie College-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23339,NA,12123,12123,NA,2014,0.147148871,14678,0.892460773,0.1732874091,0.4899261249,12004.5,28,0.6951779564,22187,0.7862,0.3754688098,0.876195943,0.5100738751,22141.5,NA,NA,0.4568262496,0.0769996173,0.0444316877,36770,16069,NA,NA,0.2955223881,0.0212399541,16069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",3265,"Phoenix",4,NA,1,-2,1,9698,11,459116,-2,0.5551,1,0.021,0,0,0,143,1,0,-2,85017,0.007,NA,0,0.0699,0,0,0.007,1,3,0.1678,0,0,0,0,0.4126,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.4825,-2,"Paul Mitchell the School-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20376,NA,NA,16600,2014,0.1674876847,20550,0.9408867,0.0985221675,0.4294117647,10556,23,0.9162561576,32430,0.5906,0.3990147783,0.807881773,0.5705882353,17667,NA,NA,0.4647058824,NA,NA,48830,16191,NA,NA,0.4975369458,NA,16191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",3779,"Phoenix",4,7160,4,5,0,14697,11,482422,-2,0.6085,1,0.0061,0,0,0.0383,991,3,0,19,85021,0.0141,0.1783,0,0.0827,0,0.002,0.0414,25,3,0.5066,0.0081,0,0,0,0.552,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.2553,6,"DeVry University-Arizona",NA,NA,0.8658,0.77418668934722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31842,NA,16888,16888,NA,2014,0.1931778801,22237,0.835462152,0.2859547502,0.5002577085,17572,30,0.5302737759,30387,0.7658,0.4368038022,0.696395861,0.4997422915,40150,NA,NA,0.4452596792,0.1038417743,0.0623298183,44782,27092,NA,NA,0.1862468439,0.0238130601,27092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1784,"Kingman",4,NA,1,-2,0,729,33,485306,-2,0.7121,1,0,0,0,0.0189,53,1,0,-2,86409,0.0189,NA,0,0.0189,0,0,0,2,3,0,0,0,0,0,0.7547,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,0.1887,-2,"All Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13715,NA,NA,14100,2014,NA,11845,NA,0.2907801418,NA,7011,27,NA,20356,0.7273,0.3120567376,0.907801418,0.5263157895,7056,NA,NA,0.4824561404,NA,NA,31659,17171,NA,NA,0.219858156,NA,17171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2016,"Tempe",4,3920,4,11,1,12922,12,484613,-2,0.6009,1,0.005,0,0,0.0042,151558,3,0,17,85282,0.1131,0.046,0,0.1555,0,0.3152,0.0082,38,3,0,0.0131,0,0,0,0.3098,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,0.076,15,"University of Phoenix-Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19912,NA,9812,9812,NA,2014,0.179383642,16789,0.833483809,0.2945153379,0.4583329632,14400,31,0.697885046,23816,0.592,0.4234386663,0.860612093,0.5416670368,33000,NA,NA,0.4835792522,0.0893683574,0.0496285501,31749,23056,NA,NA,0.0874417943,0.0304553371,23056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",5029,"Clarkdale",4,NA,1,-2,1,6755,41,484163,-2,0.1489,0,0,0,0,0.022,91,1,0,-2,86324,0.033,NA,0,0.0659,0,0.011,0.0659,1,3,0.0989,0.033,0,0,0,0.6374,0,0,NA,0,0.1319,-2,"Arizona School of Integrative Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11981,NA,NA,9300,2014,NA,17241,0.915254237,0.2033898305,0.5769230769,7917,33,0.7966101695,25051,0.1986,0.3050847458,0.669491525,0.4230769231,NA,NA,NA,NA,NA,NA,31380,24059,NA,NA,0.1355932203,NA,24059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
