"","inexpfte","city","st_fips","avgfacsal","ugds_black","highdeg","ccugprof","main","tuitfte","locale","unitid","relaffil","curroper","distanceonly","womenonly","preddeg","annhi","ccbasic","zip","pctpell","pftfac","hbcu","ugds_2mor","nanti","ugds_white","ugds","ugds_hisp","numbranch","ugds_unkn","ugds_nra","control","pbi","menonly","pptug_ef2","hcm2","aanapii","hsi","ugds_aian","ugds_asian","accredagency","tribal","ccsizset","instnm","ugds_nhpi","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","year","loan_ever","par_ed_pct_ps","appl_sch_pct_ge4","appl_sch_pct_ge5","appl_sch_pct_ge2","md_faminc","pctfloan","debt_mdn","pell_ever","married","ug25abv","grad_debt_mdn","appl_sch_pct_ge3","par_ed_pct_hs","veteran","female","faminc","first_gen","age_entry","par_ed_pct_ms","dep_inc_avg","ind_inc_avg","age_entry_sq","agege24","dependent","faminc_ind","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"55",3443,"Tucson",4,NA,0.0493,1,-2,1,12540,11,105987,-2,1,0,0,1,0,-2,85711,0.5714,NA,0,0,0,0.331,284,0.4965,1,0.0211,0,3,0,0,0,0,0,0,0.0493,0.0211,"Accrediting Council for Independent Colleges and Schools",0,-2,"Tucson College",0.0317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23058,NA,NA,14682,2013,0.925608011,0.430210325,0.0443490701,0.0185979971,0.2603719599,11028,0.473,9498,0.921316166,0.1974248927,0.5317,9500,0.0858369099,0.4933078394,0.0214592275,0.5422031474,16403,0.569789675,28,NA,25937,12869,NA,NA,0.2703862661,12869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",3883,"Tucson",4,5464,0.1228,3,11,0,10380,11,104364,-2,1,0,0,2,0,23,85712,0.8355,0.0893,0,0,0,0.3596,684,0.4137,33,0.0175,0,3,0,0,0,0,0,0,0.0658,0.0175,"Accrediting Council for Independent Colleges and Schools",0,6,"Brown Mackie College-Tucson",0.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24344,NA,13194,13194,NA,2013,0.903013306,0.4808254727,0.0801917558,0.0462757631,0.3816527524,14658,0.7398,9834,0.886544482,0.180537438,0.652,21000,0.1522306288,0.4668204473,0.0317636316,0.6850378294,22044,0.5191745273,28,NA,36712,16000,NA,NA,0.2917753718,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",3265,"Tucson",4,NA,0.049,1,-2,1,7758,11,104504,-2,1,0,0,1,0,-2,85710,0.7105,NA,0,0,0,0.5664,143,0.3427,1,0.014,0,3,0,0,0.3287,0,0,0,0,0.021,"Accrediting Commission of Career Schools and Colleges",0,-2,"Cortiva Institute-Tucson",0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21809,NA,NA,11194,2013,0.903885481,0.5466321244,NA,NA,0.3169734151,18286,0.8816,6333,0.72597137,0.1717791411,0.5664,6333,0.1206543967,0.3989637306,NA,0.736196319,28240,0.4533678756,29,NA,41433,21459,NA,NA,0.3394683027,21459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",6111,"Tucson",4,NA,0.1029,1,-2,0,8029,11,103741,-2,1,0,0,1,0,-2,85716,0.7843,NA,0,0.0171,0,0.2343,175,0.5657,13,0.0057,0,3,0,0,0.2,0,0,0,0.0629,0.0114,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Tucson",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17171,NA,NA,16000,2013,0.806928602,0.4459819053,0.0642163076,0.0388677651,0.3384030418,13961,0.7386,5281.5,0.876637093,0.1364596536,0.4229,8596.5,0.1313899451,0.5055880788,0.010139417,0.9463455851,23046,0.5540180947,25,NA,37409,14407,NA,NA,0.3755809041,14407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",5458,"Phoenix",4,NA,0.241,1,-2,1,7854,11,103811,-2,1,0,0,1,0,-2,85043,0.4933,NA,0,0,0,0.5144,278,0.1331,1,0.0683,0,3,0,0,0,0,0,0,0.0072,0.0144,"Accrediting Commission of Career Schools and Colleges",0,-2,"American Institute of Technology",0.0216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21896,NA,NA,9150,2013,0.98403576,0.4376811594,0.0217113665,0.0121328225,0.1475095785,18774,0.7451,5826,0.591315453,0.3537675607,0.9137,6107,0.0498084291,0.4966183575,0.1519795658,0.101532567,24007,0.5623188406,37,NA,37138,23025,NA,NA,0.0696040868,23025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",5705,"Phoenix",4,9437,0.2015,2,1,1,982,11,105792,-2,1,0,0,2,0,2,85042,0.5049,1,0,0.0148,0,0.1279,3980,0.4462,1,0.1183,0.0035,1,0,0,0.6518,0,0,0,0.0606,0.0259,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"South Mountain Community College",0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12343,NA,1974,7758,NA,2013,0.475030451,0.42734375,0.2046285018,0.1327649208,0.606272838,16686,0.2666,4750,0.929963459,0.1303288672,0.4186,NA,0.3346528624,0.43046875,0.0094397077,0.5992691839,21470,0.57265625,27,NA,30473,14944,NA,NA,0.4202192448,14944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1925,"Tempe",4,5229,0.1044,3,6,0,19621,12,105172,-2,0,0,0,2,0,28,85282,0.68,0.1111,0,0.0301,0,0.4518,498,0.2309,142,0.0241,0,3,0,0,0.2129,1,0,0,0.1305,0.0281,"Accrediting Council for Independent Colleges and Schools",0,6,"ITT Technical Institute-Tempe",0,NA,NA,0.9796,0.83878444501673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26194,NA,18048,18048,NA,2013,0.822872697,0.4942409923,0.0627492649,0.0363890425,0.306439405,17507,0.7983,13000,0.829495502,0.2415795756,0.7048,25222,0.1197345055,0.4540940638,0.1063433379,0.3028150563,24748,0.5057590077,30,NA,39235,20677,NA,NA,0.2193531484,20677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",9532,"Tsaile",4,5768,0,3,5,1,157,43,105297,-2,1,0,0,2,1,33,86556,0.8223,1,0,0,0,0.0035,1425,0,1,0,0,1,0,0,0.3495,0,0,0,0.9937,0.0028,"North Central Association of Colleges and Schools The Higher Learning Commission",1,9,"Dine College",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11396,NA,805,805,NA,2013,NA,0.5030376671,0.1434071222,0.093358999,0.3792107796,13413,0,NA,NA,0.073147257,0.4399,NA,0.2146294514,0.4641555286,0.0096246391,0.6381135707,17096,0.4969623329,24,NA,24237,9157,NA,NA,0.5264677575,9157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",6584,"Flagstaff",4,NA,0,1,-2,0,8056,13,104434,-2,1,0,0,1,0,-2,86004,0.7474,NA,0,0.1698,0,0.4906,53,0.1698,14,0,0,3,0,0,0,0,0,0,0.1698,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Flagstaff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17217,NA,NA,16000,2013,0.815986678,0.4919228765,0.0745212323,0.0457951707,0.3721898418,13438,0.6947,6045,0.861365529,0.1273938385,0.3208,8154,0.1519567027,0.460656592,0.0054121565,0.9367194005,23795,0.5080771235,25,NA,41301,12831,NA,NA,0.3850957535,12831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",1771,"Phoenix",4,6026,0.0955,4,5,0,6371,11,105367,52,1,0,0,3,0,19,85021,0.5982,0.875,0,0.003,0,0.3881,335,0.1373,5,0.3463,0,2,0,0,0.994,0,0,0,0.0209,0.009,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"Ottawa University-Phoenix",0,NA,NA,NA,0.98876404494382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,0.932389937,0.5571600481,0.1556603774,0.1001048218,0.534591195,33530,0.7946,12500,0.620020964,0.3364779874,0.8841,22500,0.2751572327,0.4049338147,0.0120545073,0.6645702306,45143,0.4428399519,31,NA,69686,37677,NA,NA,0.2332285115,37677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",4924,"Fort Mohave",4,NA,0.0133,1,-2,1,10205,33,459125,-2,1,0,0,1,0,-2,86426,0.7474,NA,0,0.04,0,0.6933,75,0.24,2,0,0,3,0,0,0,0,0,0,0.0133,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"All Beauty College",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13405,NA,NA,13600,2013,NA,0.5454545455,NA,NA,0.40625,12769,0.7368,9500,NA,0.2890625,0.5733,11577,NA,NA,NA,NA,19776,0.4545454545,27,NA,30543,16334,NA,NA,0.2421875,16334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",6226,"Tucson",4,NA,0.0465,1,-2,0,9502,11,458177,-2,1,0,0,1,0,-2,85705,0.7956,NA,0,0.1163,0,0.1395,86,0.2093,85,0.4884,0,3,0,0,0.2907,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-North Tucson",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23783,NA,NA,17300,2013,0.884841764,0.496090535,0.1148170264,0.0667064745,0.4652392732,13070,0.7445,9500,0.889704001,0.1293184338,0.3953,14144,0.2151326452,0.4534979424,0.0097244733,0.9541926128,23670,0.503909465,24,NA,42072,11606,NA,NA,0.3959737269,11606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",1636,"Phoenix",4,5406,0.0992,2,6,0,15646,11,470861,-2,0,0,0,2,0,14,85037,0.7041,0.0417,0,0.0382,0,0.3359,262,0.4313,142,0.042,0,3,0,0,0.1832,1,0,0,0.0305,0.0229,"Accrediting Council for Independent Colleges and Schools",0,6,"ITT Technical Institute-Phoenix West",0,NA,NA,0.9375,0.83878444501673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26994,NA,18048,18048,NA,2013,0.822872697,0.4942409923,0.0627492649,0.0363890425,0.306439405,17507,0.7347,13000,0.829495502,0.2415795756,0.6336,25222,0.1197345055,0.4540940638,0.1063433379,0.3028150563,24748,0.5057590077,30,NA,39235,20677,NA,NA,0.2193531484,20677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",9752,"Scottsdale",4,7292,0.0889,4,5,0,12563,12,483124,-2,1,0,0,3,0,17,85257,0.4287,0.8437,0,0.0389,0,0.6216,8227,0.1811,5,0.0153,0.0013,1,0,0,0.4846,0,0,0,0.0131,0.0344,"North Central Association of Colleges and Schools The Higher Learning Commission",0,12,"Arizona State University-Skysong",0.0053,NA,NA,0.6343,0.76259420864736,400,490,400,490,NA,NA,445,445,NA,17,21,15,21,16,21,NA,NA,19,18,19,NA,898,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19666,NA,7866,11209,NA,2013,0.841944567,0.6247310232,0.2205787563,0.152797096,0.5599620043,38414,0.6625,14983,0.601757302,0.1443498321,0.6616,19529,0.332598297,0.3340135045,0.0072259728,0.5355361808,58548,0.3752689768,24,NA,75444,32653,NA,NA,0.6051497778,32653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",5111,"Phoenix",4,6720,0.0485,3,7,0,18538,11,454245,-2,1,0,0,3,0,26,85021,0.5085,0.1566,0,0.0155,0,0.6291,515,0.1553,9,0.068,0.0058,3,0,0,0.4039,0,0,0,0.0155,0.0563,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"Chamberlain College of Nursing-Arizona",0.0058,NA,NA,0.5556,0.50806451612903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22228,NA,17280,17280,NA,2013,0.965684268,0.5252058016,0.1172738436,0.0713603493,0.4296629827,49337,0.8719,18749,0.417996998,0.4125392277,0.6233,25000,0.20166462,0.4140337123,0.013507982,0.89916769,59359,0.4747941984,33,NA,70888,57564,NA,NA,0.1346704871,57564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",8599,"Casa Grande",4,NA,0.0612,1,-2,1,11716,41,444936,-2,1,0,0,1,0,-2,85122,0.9655,NA,0,0,0,0.2653,49,0.6122,1,0,0,3,0,0,0,0,0,0,0.0612,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Turning Point Beauty College",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9026,NA,NA,17137,2013,NA,0.5692307692,NA,NA,NA,8069,0.9655,14875.5,NA,0.2435897436,0.5306,16243.5,NA,NA,NA,0.8717948718,16886,0.4307692308,26,NA,41821,8288,NA,NA,0.2564102564,8288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",6579,"Prescott",4,NA,0.0357,1,-2,0,8053,13,262299,-2,0,0,0,1,0,-2,86303,0.8421,NA,0,0.0238,0,0.75,84,0.1667,14,0,0,3,0,0,0.1905,0,0,0,0.0238,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Prescott",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17098,NA,NA,16000,2013,0.815986678,0.4919228765,0.0745212323,0.0457951707,0.3721898418,13438,0.7039,6045,0.861365529,0.1273938385,0.3095,8154,0.1519567027,0.460656592,0.0054121565,0.9367194005,23795,0.5080771235,25,NA,41301,12831,NA,NA,0.3850957535,12831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",5015,"Tempe",4,4847,0.0876,4,11,1,21957,12,363934,-2,1,0,0,3,0,28,85283,0.4339,0.2667,0,0.049,0,0.5985,959,0.0886,1,0.1397,0.0042,3,0,0,0,0,0,0,0.0073,0.0209,"North Central Association of Colleges and Schools The Higher Learning Commission",0,8,"University of Advancing Technology",0.0042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33800,NA,19700,19700,NA,2013,0.871473354,0.6214788732,0.1206896552,0.0893416928,0.4373040752,29174,0.6674,14999.5,0.681818182,0.1739811912,0.4797,30750,0.2006269592,0.3468309859,0.0172413793,0.170846395,46816,0.3785211268,24,NA,65695,22982,NA,NA,0.5579937304,22982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2336,"Tempe",4,4353,0.0852,2,3,0,6210,12,404055,-2,1,0,0,1,0,13,85281,0.7124,0.4706,0,0.0583,0,0.2691,223,0.3498,4,0.0135,0.0045,3,0,0,0,0,0,0,0.1973,0.0179,"Accrediting Council for Independent Colleges and Schools",0,1,"Brookline College-Tempe",0.0045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27090,NA,NA,14500,2013,0.917697842,0.4387678437,0.0785611511,0.0497841727,0.3723741007,13632,0.5452,9499,0.888633094,0.2046043165,0.5112,9500,0.1571223022,0.460555973,0.0166906475,0.7766906475,19367,0.5612321563,28,NA,28718,16133,NA,NA,0.2569784173,16133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",8436,"Glendale",4,8582,0.0577,4,13,0,10868,11,407009,-2,1,0,0,3,0,19,85306,0.4954,0.8571,0,0.0324,0,0.5492,3243,0.2683,5,0.0086,0.0123,1,0,0,0.1693,0,0,1,0.0176,0.0496,"North Central Association of Colleges and Schools The Higher Learning Commission",0,12,"Arizona State University-West",0.0043,NA,NA,0.759,0.76259420864736,480,590,480,600,NA,NA,535,540,NA,20,26,20,25,21,26,NA,NA,23,23,24,NA,1073,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20269,NA,9545,22497,NA,2013,0.841944567,0.6247310232,0.2205787563,0.152797096,0.5599620043,38414,0.6145,14983,0.601757302,0.1443498321,0.3223,19529,0.332598297,0.3340135045,0.0072259728,0.5355361808,58548,0.3752689768,24,NA,75444,32653,NA,NA,0.6051497778,32653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",10977,"Tempe",4,5920,NA,4,0,1,22828,12,420246,-2,1,0,0,4,0,26,85282,NA,1,0,NA,0,NA,NA,NA,1,NA,NA,2,0,0,NA,0,0,0,NA,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,18,"Southwest College of Naturopathic Medicine & Health Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",5824,"Tucson",4,NA,0.0319,1,-2,0,8889,11,450854,-2,1,0,0,1,0,-2,85710,0.8414,NA,0,0.1489,0,0.2234,94,0.1277,85,0.4574,0,3,0,0,0.2872,0,0,0,0.0106,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-East Tucson",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24277,NA,NA,17300,2013,0.884841764,0.496090535,0.1148170264,0.0667064745,0.4652392732,13070,0.7862,9500,0.889704001,0.1293184338,0.2872,14144,0.2151326452,0.4534979424,0.0097244733,0.9541926128,23670,0.503909465,24,NA,42072,11606,NA,NA,0.3959737269,11606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",4418,"Phoenix",4,5430,0.1413,3,11,0,10087,11,456612,-2,1,0,0,2,0,14,85029,0.782,0.1094,0,0,0,0.4521,637,0.3093,33,0.0298,0,3,0,0,0,0,0,0,0.044,0.0235,"Accrediting Council for Independent Colleges and Schools",0,6,"Brown Mackie College-Phoenix",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23438,NA,12114,12114,NA,2013,0.903013306,0.4808254727,0.0801917558,0.0462757631,0.3816527524,14658,0.7284,9834,0.886544482,0.180537438,0.5683,21000,0.1522306288,0.4668204473,0.0317636316,0.6850378294,22044,0.5191745273,28,NA,36712,16000,NA,NA,0.2917753718,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",3265,"Phoenix",4,NA,0.0481,1,-2,1,9698,11,459116,-2,1,0,0,1,0,-2,85017,0.4461,NA,0,0,0,0.5294,187,0.4064,1,0.0053,0,3,0,0,0.262,0,0,0,0,0.0053,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Paul Mitchell the School-Phoenix",0.0053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20432,NA,NA,16500,2013,0.943661972,0.4529411765,NA,NA,0.4319248826,20326,0.5985,10556,0.812206573,0.1267605634,0.2995,14556,0.2112676056,0.4705882353,NA,0.8873239437,33718,0.5470588235,24,NA,49711,18459,NA,NA,0.4882629108,18459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",3779,"Phoenix",4,7160,0.0873,4,5,0,14697,11,482422,-2,1,0,0,3,0,19,85021,0.6258,0.1783,0,0.0166,0,0.5528,1203,0.261,25,0.0025,0.005,3,0,0,0.5079,0,0,0,0.0366,0.0366,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"DeVry University-Arizona",0.0017,NA,NA,0.8834,0.76481655691439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25099,NA,16010,16010,NA,2013,0.861948714,0.4990753583,0.1040970598,0.0633979285,0.4248245907,22538,0.8006,14250,0.737763114,0.2891956231,0.6216,40134.5,0.1902773137,0.4460625674,0.0352697962,0.5087078182,31441,0.5009246417,30,NA,43822,28361,NA,NA,0.1992148346,28361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1784,"Kingman",4,NA,NA,1,-2,0,729,33,485306,-2,1,0,0,1,0,-2,86409,NA,NA,0,NA,0,NA,NA,NA,2,NA,NA,3,0,0,NA,0,0,0,NA,NA,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"All Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2016,"Tempe",4,3920,NA,4,11,1,12922,12,484613,-2,1,0,0,3,0,17,85282,NA,0.046,0,NA,0,NA,NA,NA,38,NA,NA,3,0,0,NA,0,0,0,NA,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"University of Phoenix-Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",5029,"Clarkdale",4,NA,NA,1,-2,1,6755,41,484163,-2,0,0,0,1,0,-2,86324,NA,NA,0,NA,0,NA,NA,NA,1,NA,NA,3,0,0,NA,0,0,0,NA,NA,NA,0,-2,"Arizona School of Integrative Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
