"","inexpfte","ugds_2mor","city","ugds_nhpi","st_fips","avgfacsal","ugds_aian","ugds_asian","highdeg","ccugprof","main","tuitfte","ugds_nra","ugds_unkn","locale","unitid","relaffil","ugds","curroper","distanceonly","womenonly","preddeg","annhi","ccbasic","zip","pctpell","pftfac","hbcu","ugds_white","nanti","ugds_black","numbranch","control","pbi","menonly","ugds_hisp","hcm2","aanapii","hsi","pptug_ef2","accredagency","tribal","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ug","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","year","appl_sch_pct_ge3","appl_sch_pct_ge2","debt_mdn","pell_ever","par_ed_pct_ps","dep_inc_avg","ind_inc_avg","faminc_ind","veteran","dependent","pctfloan","par_ed_pct_hs","md_faminc","female","age_entry","first_gen","appl_sch_pct_ge5","appl_sch_pct_ge4","grad_debt_mdn","faminc","married","loan_ever","ug25abv","par_ed_pct_ms","age_entry_sq","agege24","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"56",3883,0,"Tucson",0.0038,4,5464,0.0625,0.0064,3,11,0,10380,0,0.0344,11,104364,-2,784,1,0,0,2,0,23,85712,0.8621,0.0893,0,0.3686,0,0.1097,33,3,0,0,0.4145,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,6,"Brown Mackie College-Tucson",NA,NA,NA,0.6008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24687,NA,13104,13104,NA,2012,0.1426151762,0.3767245627,8168,0.894709288,0.4737657909,39358,16480,16480,0.0237743287,0.2832902193,0.819,0.4730682787,14933,0.6911185021,28,0.5262342091,0.0378171964,0.0686745504,17800,22961,0.1864375462,0.904841094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",3265,0.0357,"Tucson",0.0071,4,NA,0,0,1,-2,1,7758,0,0.0071,11,104504,-2,140,1,0,0,1,0,-2,85710,0.6612,NA,0,0.5214,0,0.05,1,3,0,0,0.3786,0,0,0,0.2643,"Accrediting Commission of Career Schools and Colleges",0,-2,"Cortiva Institute-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22637,NA,NA,11175,2012,0.1023809524,0.2904761905,7538.5,0.75,0.5407854985,46593,23798,23798,NA,0.2880952381,0.849,0.4018126888,19368,0.7285714286,30,0.4592145015,NA,NA,7917,30365,0.2142857143,0.919047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",6111,0.0244,"Tucson",0.0061,4,NA,0.0183,0.0122,1,-2,0,8029,0,0,11,103741,-2,164,1,0,0,1,0,-2,85716,0.7536,NA,0,0.2134,0,0.1037,13,3,0,0,0.622,0,0,0,0.2622,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16895,NA,NA,16000,2012,0.1396648045,0.3770949721,9747,0.907821229,0.4423791822,30146,14906,14906,NA,0.3994413408,0.6429,0.43866171,14951,0.9497206704,25,0.5576208178,NA,NA,11347.5,20993,0.1703910615,0.87150838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",5458,0,"Phoenix",0.0127,4,NA,0.0148,0.0232,1,-2,1,7854,0,0.0422,11,103811,-2,474,1,0,0,1,0,-2,85043,0.5589,NA,0,0.4346,0,0.2489,1,3,0,0,0.2236,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"American Institute of Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22284,NA,NA,8720,2012,0.0310421286,0.1184035477,5392,0.639467849,0.4290495315,36394,24611,24611,0.1370288248,0.0700665188,0.855,0.4892904953,19829,0.1064301552,38,0.5709504685,0.0101995565,0.0159645233,5560,25437,0.3827050998,0.992017738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",5705,0.012,"Phoenix",0.002,4,9437,0.056,0.0269,2,1,1,982,0.0042,0.1111,11,105792,-2,4015,1,0,0,2,0,2,85042,0.4985,1,0,0.1477,0,0.205,1,1,0,0,0.4351,0,0,0,0.6448,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"South Mountain Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11848,NA,1854,7638,NA,2012,0.3064279425,0.5705899618,4069,0.932785442,0.4240121581,29832,16308,16308,0.0099794541,0.4323451717,0.245,0.4327507599,17580,0.6022894042,27,0.5759878419,0.1077194012,0.1775755797,NA,22155,0.141473437,0.506604051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1925,0.0174,"Tempe",0.007,4,5229,0.1339,0.0261,3,6,0,19621,0,0.0504,12,105172,-2,575,0,0,0,2,0,28,85282,0.6907,0.1111,0,0.4365,0,0.0974,142,3,0,0,0.2313,1,0,0,0.3043,"Accrediting Council for Independent Colleges and Schools",0,6,"ITT Technical Institute-Tempe",NA,NA,0.9171,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27239,NA,18048,18048,NA,2012,0.1084465446,0.297031896,9895,0.853839339,0.47632469,40287,20345,20345,0.1503544005,0.234037212,0.7795,0.4685268696,17679,0.3025398701,29,0.52367531,0.0306999409,0.0537950384,18772,25012,0.2448759598,0.839958653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",9532,0,"Tsaile",0,4,5768,0.9848,0.0026,3,5,1,157,0.001,0,43,105297,-2,1907,1,0,0,2,1,33,86556,0.6495,1,0,0.0089,0,0.001,1,1,0,0,0.0016,0,0,0,0.4022,"North Central Association of Colleges and Schools The Higher Learning Commission",1,9,"Dine College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11459,NA,805,805,NA,2012,0.1866197183,0.3683098592,NA,NA,0.496,25449,9420,9420,0.0077464789,0.4887323944,0,0.456,13853,0.6309859155,24,0.504,0.0654929577,0.111971831,NA,17254,0.0845070423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",6584,0.1864,"Flagstaff",0,4,NA,0.1525,0.0169,1,-2,0,8056,0,0.0339,13,104434,-2,59,1,0,0,1,0,-2,86004,0.6667,NA,0,0.4746,0,0,14,3,0,0,0.1356,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Flagstaff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17033,NA,NA,16000,2012,0.1344339623,0.3490566038,9770,0.872641509,0.5014245014,39878,20418,20418,NA,0.3844339623,0.7126,0.452991453,16726,0.9386792453,25,0.4985754986,0.0471698113,0.0778301887,13372.5,27899,0.2028301887,0.865566038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",1771,0,"Phoenix",0,4,6026,0.0226,0.005,4,5,0,6371,0,0.5313,11,105367,52,399,1,0,0,3,0,19,85021,0.3495,0.875,0,0.2957,0,0.0451,5,2,0,0,0.1003,0,0,0,0.9774,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"Ottawa University-Phoenix",NA,NA,NA,0.9561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,0.2690626518,0.5206410879,11500,0.647887324,0.5420819491,68296,40829,40829,0.0101991258,0.2457503643,0.537,0.4202657807,35290,0.660514813,31,0.4579180509,0.0985915493,0.145701797,22474,47579,0.3438562409,0.935405537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",4924,0.0536,"Fort Mohave",0,4,NA,0.0179,0.0179,1,-2,1,10205,0,0,33,459125,-2,56,1,0,0,1,0,-2,86426,0.7073,NA,0,0.6786,0,0,2,3,0,0,0.2321,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"All Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11553,NA,NA,13600,2012,NA,0.3854166667,9291.5,NA,0.5675675676,28181,15220,15220,NA,0.2395833333,0.7683,NA,12865,NA,28,0.4324324324,NA,NA,11733,18325,0.3020833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",6226,0.0361,"Tucson",0,4,NA,0.012,0.012,1,-2,0,9502,0,0.7229,11,458177,-2,83,1,0,0,1,0,-2,85705,0.7874,NA,0,0.1205,0,0,85,3,0,0,0.0964,0,0,0,0.2892,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-North Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26005,NA,NA,16425,2012,0.2015557609,0.4590264941,9000,0.889864449,0.4882677386,43448,12142,12142,0.0078558226,0.3887861984,0.8189,0.4585397775,13603,0.9554836722,24,0.5117322614,0.0593037585,0.102202711,14144,24314,0.1386321627,0.893638324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",1636,0.051,"Phoenix",0.0102,4,5406,0.051,0.0102,2,6,0,15646,0,0.0204,11,470861,-2,196,0,0,0,2,0,14,85037,0.7901,0.0417,0,0.3163,0,0.1276,142,3,0,0,0.4133,1,0,0,0.1786,"Accrediting Council for Independent Colleges and Schools",0,6,"ITT Technical Institute-Phoenix West",NA,NA,0.8934,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24377,NA,18048,18048,NA,2012,0.1084465446,0.297031896,9895,0.853839339,0.47632469,40287,20345,20345,0.1503544005,0.234037212,0.7469,0.4685268696,17679,0.3025398701,29,0.52367531,0.0306999409,0.0537950384,18772,25012,0.2448759598,0.839958653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",9752,NA,"Scottsdale",NA,4,7292,NA,NA,4,5,0,12563,NA,NA,12,483124,-2,NA,1,0,0,3,0,17,85257,NA,0.8437,0,NA,0,NA,5,1,0,0,NA,0,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,12,"Arizona State University-Skysong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",5111,0.0132,"Phoenix",0.0095,4,6720,0.0095,0.0624,3,7,0,18538,0.0019,0.0491,11,454245,-2,529,1,0,0,3,0,26,85021,0.4877,0.1566,0,0.6786,0,0.0624,9,3,0,0,0.1134,0,0,0,0.4405,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"Chamberlain College of Nursing-Arizona",NA,NA,0.5,0.2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26980,NA,16960,16960,NA,2012,0.1804822044,0.4094910065,18750,0.473861462,0.5279263481,75781,62137,62137,0.0150019135,0.1357826253,0.8744,0.413853573,54289,0.9073861462,34,0.4720736519,0.0588595484,0.1027937237,25000,63989,0.4250287026,0.969154229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",8599,0,"Casa Grande",0,4,NA,0.0357,0,1,-2,1,11716,0,0,41,444936,-2,56,1,0,0,1,0,-2,85122,0.9107,NA,0,0.3571,0,0.0357,1,3,0,0,0.5714,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Turning Point Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9314,NA,NA,13600,2012,NA,NA,16000,NA,0.4861111111,39735,13680,13680,NA,0.3296703297,0.9821,NA,12067,0.8901098901,26,0.5138888889,NA,NA,16318,22270,0.1648351648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",6579,0,"Prescott",0,4,NA,0.0101,0,1,-2,0,8053,0,0.0101,13,262299,-2,99,0,0,0,1,0,-2,86303,0.761,NA,0,0.798,0,0.0202,14,3,0,0,0.1616,0,0,0,0.3232,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Prescott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17435,NA,NA,16000,2012,0.1344339623,0.3490566038,9770,0.872641509,0.5014245014,39878,20418,20418,NA,0.3844339623,0.6855,0.452991453,16726,0.9386792453,25,0.4985754986,0.0471698113,0.0778301887,13372.5,27899,0.2028301887,0.865566038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",5015,0.0485,"Tempe",0.0011,4,4847,0.0088,0.0176,4,11,1,21957,0.0033,0.1333,12,363934,-2,908,1,0,0,3,0,28,85283,0.441,0.2667,0,0.6278,0,0.0782,1,3,0,0,0.0815,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,8,"University of Advancing Technology",NA,NA,0.7847,0.7847,460,590,430,590,NA,NA,525,510,NA,19,24,21,29,21,26,NA,NA,22,25,24,NA,1024,1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33865,NA,20200,20200,NA,2012,0.176035503,0.4215976331,14250,0.701183432,0.6346801347,65580,24030,24030,NA,0.5118343195,0.6573,0.3316498316,30417,0.1390532544,24,0.3653198653,0.0710059172,0.1050295858,28723.5,45297,0.199704142,0.875739645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2336,0.0518,"Tempe",0.0026,4,4353,0.158,0.0207,2,3,0,6210,0,0.013,12,404055,-2,386,1,0,0,1,0,13,85281,0.7651,0.4706,0,0.3187,0,0.1036,4,3,0,0,0.3316,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,1,"Brookline College-Tempe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25927,NA,NA,14500,2012,0.1322333812,0.3345289335,9500,0.920133907,0.436716792,28335,14767,14767,0.0193687231,0.2489239598,0.5747,0.4520676692,12830,0.7869440459,28,0.563283208,0.0332376853,0.0607364897,9500,18144,0.2020564323,0.926590148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",8436,NA,"Glendale",NA,4,8582,NA,NA,4,13,0,10868,NA,NA,11,407009,-2,NA,1,0,0,3,0,19,85306,NA,0.8571,0,NA,0,NA,5,1,0,0,NA,0,0,1,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,12,"Arizona State University-West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",10977,NA,"Tempe",NA,4,5920,NA,NA,4,0,1,22828,NA,NA,12,420246,-2,NA,1,0,0,4,0,26,85282,NA,1,0,NA,0,NA,1,2,0,0,NA,0,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,18,"Southwest College of Naturopathic Medicine & Health Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",5824,0.0444,"Tucson",0.0111,4,NA,0,0,1,-2,0,8889,0,0.7,11,450854,-2,90,1,0,0,1,0,-2,85710,0.8356,NA,0,0.1333,0,0.0222,85,3,0,0,0.0889,0,0,0,0.2778,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-East Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25230,NA,NA,17525,2012,0.2015557609,0.4590264941,9000,0.889864449,0.4882677386,43448,12142,12142,0.0078558226,0.3887861984,0.863,0.4585397775,13603,0.9554836722,24,0.5117322614,0.0593037585,0.102202711,14144,24314,0.1386321627,0.893638324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",4418,0,"Phoenix",0.0017,4,5430,0.0415,0.0277,3,11,0,10087,0,0.0121,11,456612,-2,578,1,0,0,2,0,14,85029,0.8137,0.1094,0,0.4516,0,0.1367,33,3,0,0,0.3287,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,6,"Brown Mackie College-Phoenix",NA,NA,NA,0.6008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23127,NA,12024,12024,NA,2012,0.1426151762,0.3767245627,8168,0.894709288,0.4737657909,39358,16480,16480,0.0237743287,0.2832902193,0.8039,0.4730682787,14933,0.6911185021,28,0.5262342091,0.0378171964,0.0686745504,17800,22961,0.1864375462,0.904841094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",3265,0,"Phoenix",0.0051,4,NA,0.0051,0.0101,1,-2,1,9698,0,0.0051,11,459116,-2,198,1,0,0,1,0,-2,85017,0.4472,NA,0,0.5152,0,0.0101,1,3,0,0,0.4495,0,0,0,0.2727,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Paul Mitchell the School-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17988,NA,NA,16500,2012,0.2382978723,0.4553191489,9500,0.791489362,0.5153061224,53748,17237,17237,NA,0.5063829787,0.6021,0.387755102,20640,0.8978723404,23,0.4846938776,NA,NA,10556,35725,0.1361702128,0.957446809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",3779,NA,"Phoenix",NA,4,7160,NA,NA,4,5,0,14697,NA,NA,11,482422,-2,NA,1,0,0,3,0,19,85021,NA,0.1783,0,NA,0,NA,25,3,0,0,NA,0,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"DeVry University-Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1784,NA,"Kingman",NA,4,NA,NA,NA,1,-2,0,729,NA,NA,33,485306,-2,NA,1,0,0,1,0,-2,86409,NA,NA,0,NA,0,NA,2,3,0,0,NA,0,0,0,NA,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"All Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2016,NA,"Tempe",NA,4,3920,NA,NA,4,11,1,12922,NA,NA,12,484613,-2,NA,1,0,0,3,0,17,85282,NA,0.046,0,NA,0,NA,38,3,0,0,NA,0,0,0,NA,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"University of Phoenix-Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",5029,NA,"Clarkdale",NA,4,NA,NA,NA,1,-2,1,6755,NA,NA,41,484163,-2,NA,0,0,0,1,0,-2,86324,NA,NA,0,NA,0,NA,1,3,0,0,NA,0,0,0,NA,NA,0,-2,"Arizona School of Integrative Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",4257,0.0211,"Phoenix",0,4,6100,0.0785,0.0151,3,6,0,20129,0,0.0423,11,451972,-2,331,0,0,0,2,0,23,85021,0.6436,0.1282,0,0.4713,0,0.0937,142,3,0,0,0.2779,1,0,0,0.2628,"Accrediting Council for Independent Colleges and Schools",0,6,"ITT Technical Institute-Phoenix",NA,NA,0.7584,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26411,NA,18048,18048,NA,2012,0.1084465446,0.297031896,9895,0.853839339,0.47632469,40287,20345,20345,0.1503544005,0.234037212,0.8143,0.4685268696,17679,0.3025398701,29,0.52367531,0.0306999409,0.0537950384,18772,25012,0.2448759598,0.839958653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",9181,0.0303,"Mesa",0,4,NA,0.0152,0,1,-2,0,14011,0,0.7727,11,454476,-2,66,1,0,0,1,0,-2,85202,0.7132,NA,0,0.1061,0,0.0455,85,3,0,0,0.0303,0,0,0,0.3182,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24922,NA,NA,17525,2012,0.2015557609,0.4590264941,9000,0.889864449,0.4882677386,43448,12142,12142,0.0078558226,0.3887861984,0.75,0.4585397775,13603,0.9554836722,24,0.5117322614,0.0593037585,0.102202711,14144,24314,0.1386321627,0.893638324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
