"","inexpfte","city","st_fips","avgfacsal","highdeg","ccugprof","main","tuitfte","locale","unitid","relaffil","curroper","distanceonly","womenonly","preddeg","annhi","ccbasic","zip","pftfac","hbcu","nanti","numbranch","control","pbi","menonly","hcm2","aanapii","hsi","accredagency","tribal","ccsizset","instnm","sch_deg","locale2","adm_rate","adm_rate_all","satvr25","satvr75","satmt25","satmt75","satwr25","satwr75","satvrmid","satmtmid","satwrmid","actcm25","actcm75","acten25","acten75","actmt25","actmt75","actwr25","actwr75","actcmmid","actenmid","actmtmid","actwrmid","sat_avg","sat_avg_all","ugds","ug","ugds_white","ugds_black","ugds_hisp","ugds_asian","ugds_aian","ugds_nhpi","ugds_2mor","ugds_nra","ugds_unkn","ugds_whitenh","ugds_blacknh","ugds_api","ugds_aianold","ugds_hispold","ug_nra","ug_unkn","ug_whitenh","ug_blacknh","ug_api","ug_aianold","ug_hispold","pptug_ef2","costt4_a","costt4_p","tuitionfee_in","tuitionfee_out","tuitionfee_prog","pctpell","year","pctfloan","ug25abv","par_ed_pct_ms","par_ed_pct_hs","par_ed_pct_ps","appl_sch_pct_ge2","appl_sch_pct_ge3","appl_sch_pct_ge4","appl_sch_pct_ge5","dep_inc_avg","ind_inc_avg","debt_mdn","grad_debt_mdn","loan_ever","pell_ever","age_entry","age_entry_sq","agege24","female","married","dependent","veteran","first_gen","faminc","md_faminc","faminc_ind","lnfaminc","lnfaminc_ind","pct_white","pct_black","pct_asian","pct_hispanic","pct_ba","pct_grad_prof","pct_born_us","median_hh_inc","poverty_rate","unemp_rate","ln_median_hh_inc"
"57",3265,"Tucson",4,NA,1,-2,1,7758,11,104504,-2,1,0,0,1,0,-2,85710,NA,0,0,1,3,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"Cortiva Institute-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,0,0,0,0,0,0,0,0,0.1041,0.5656,0.0407,0.0136,0.0181,0.2579,NA,NA,NA,NA,NA,NA,NA,0.4389,NA,25290,NA,NA,10645,0.5021,2009,0.7167,0.6154,NA,NA,0.5236363636,0.1697530864,NA,NA,NA,60075,26564,8895,9500,0.938271605,0.669753086,31,NA,NA,0.7469135802,0.212962963,0.25,0.0401234568,0.4763636364,34942,23220,26564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",6111,"Tucson",4,NA,1,-2,0,8029,11,103741,-2,1,0,0,1,0,-2,85716,NA,0,0,13,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,0.2849,0.0699,0.5538,0.0161,0.0161,0,0.0161,0,0.043,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.3978,NA,30883,NA,NA,16000,0.8388,2009,0.9533,0.3978,NA,0.484,0.43,0.2761760243,0.0637329287,NA,NA,38370,15209,6332,9961.5,0.927162367,0.867981791,26,NA,NA,0.9271623672,0.2139605463,0.3429438543,0.0166919575,0.57,23152,14493,15209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",5458,"Phoenix",4,NA,1,-2,1,7854,11,103811,-2,1,0,0,1,0,-2,85043,NA,0,0,1,3,0,0,0,0,0,"Accrediting Commission of Career Schools and Colleges",0,-2,"American Institute of Technology",NA,NA,0.6425,0.6425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,NA,0.5391,0.1995,0.1482,0.0081,0.0054,0,0,0,0.0997,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,9926,NA,NA,8020,0.6244,2009,0.925,0.8976,NA,0.5388418079,0.386299435,0.0631067961,NA,NA,NA,33053,31191,4304,4511,0.97749338,0.694174757,38,NA,NA,0.1050308914,0.394086496,0.0242718447,0.1743159753,0.613700565,31236,25436,31191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",5705,"Phoenix",4,9437,2,1,1,982,11,105792,-2,1,0,0,2,0,2,85042,1,0,0,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,3,"South Mountain Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3293,NA,0,0,0,0,0,0,0,0.0076,0.0829,0.1849,0.2038,0.0364,0.0644,0.42,NA,NA,NA,NA,NA,NA,NA,0.6784,11926,NA,1734,7518,NA,0.2192,2009,0.029,0.3529,NA,0.4549222798,0.4062176166,0.4440932438,0.2070327934,0.0999604899,0.0529435006,28814,17569,4400,NA,0.285657843,0.95811932,26,NA,NA,0.6124061636,0.152113789,0.4377716318,0.0193599368,0.5937823834,22492,18404,17569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1925,"Tempe",4,5229,3,6,0,19621,12,105172,-2,0,0,0,2,0,28,85282,0.1111,0,0,142,3,0,0,1,0,0,"Accrediting Council for Independent Colleges and Schools",0,6,"ITT Technical Institute-Tempe",NA,NA,0.5609,0.5384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,0,0.0571,0,0.0012,0,0,0,0,0.0119,0.4643,0.0452,0.025,0.1548,0.2405,NA,NA,NA,NA,NA,NA,NA,0.2298,25436,NA,17148,17148,NA,0.4172,2009,0.812,0.619,NA,0.4510188088,0.4878526646,0.2148786718,0.0587484036,0.0217113665,0.0108556833,43986,23932,10500,27334,0.903256705,0.804278416,28,NA,NA,0.3183269476,0.2611749681,0.2391443167,0.1334610473,0.5121473354,28728,20997,23932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",9532,"Tsaile",4,5768,3,5,1,157,43,105297,-2,1,0,0,2,1,33,86556,1,0,0,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",1,9,"Dine College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1689,NA,0,0,0,0,0,0,0,0,0,0.0047,0.0012,0.0012,0.9923,6e-04,NA,NA,NA,NA,NA,NA,NA,0.4139,10007,NA,805,805,NA,0.5429,2009,0,0.4517,NA,0.4056016598,0.531120332,0.2983425414,0.1404893449,0.0734017364,0.0394632991,26977,11386,NA,NA,NA,NA,25,NA,NA,0.6211523283,0.1081294396,0.4711917916,0.0126282557,0.468879668,18732,14278,11386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",6584,"Flagstaff",4,NA,1,-2,0,8056,13,104434,-2,1,0,0,1,0,-2,86004,NA,0,0,14,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Flagstaff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,0.7797,0.0169,0.0339,0,0.0847,0,0,0,0.0847,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,30497,NA,NA,16000,0.7857,2009,0.9375,0.3051,NA,0.4405204461,0.5018587361,0.2359375,0.053125,NA,NA,51390,20822,9500,13667,0.9375,0.80625,26,NA,NA,0.9140625,0.225,0.325,NA,0.4981412639,30757,17155,20822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",1771,"Phoenix",4,6026,4,5,0,6371,11,105367,52,1,0,0,3,0,19,85021,0.875,0,0,5,2,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"Ottawa University-Phoenix",NA,NA,NA,0.7054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987,506,NA,0,0,0,0,0,0,0,0,0.3004,0.4545,0.0692,0.0099,0.0217,0.1443,NA,NA,NA,NA,NA,NA,NA,0.9783,NA,NA,NA,NA,NA,0.2875,2009,0.9385,0.8021,NA,0.3998878295,0.5558048233,0.4253952569,0.2065217391,0.1170948617,0.0686758893,75006,48130,9500,18519,0.960968379,0.575592885,31,NA,NA,0.6576086957,0.347826087,0.2554347826,0.0538537549,0.4441951767,54995,43828,48130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",4924,"Fort Mohave",4,NA,1,-2,1,10205,33,459125,-2,1,0,0,1,0,-2,86426,NA,0,0,2,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"All Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",6226,"Tucson",4,NA,1,-2,0,9502,11,458177,-2,1,0,0,1,0,-2,85705,NA,0,0,85,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-North Tucson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",1636,"Phoenix",4,5406,2,6,0,15646,11,470861,-2,0,0,0,2,0,14,85037,0.0417,0,0,142,3,0,0,1,0,0,"Accrediting Council for Independent Colleges and Schools",0,6,"ITT Technical Institute-Phoenix West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",9752,"Scottsdale",4,7292,4,5,0,12563,12,483124,-2,1,0,0,3,0,17,85257,0.8437,0,0,5,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,12,"Arizona State University-Skysong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",5111,"Phoenix",4,6720,3,7,0,18538,11,454245,-2,1,0,0,3,0,26,85021,0.1566,0,0,9,3,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"Chamberlain College of Nursing-Arizona",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,NA,0.7603,0.062,0.0992,0.0579,0.0207,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.1322,26027,NA,NA,NA,NA,0.2605,2009,0.9412,0.5289,NA,0.4119530416,0.5360573258,0.3206989247,0.1303763441,0.0592741935,0.0282258065,88391,72906,12500,NA,0.979704301,0.414247312,35,NA,NA,0.9099462366,0.4938172043,0.1240591398,0.0751344086,0.4639426742,74827,67463,72906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",8599,"Casa Grande",4,NA,1,-2,1,11716,41,444936,-2,1,0,0,1,0,-2,85122,NA,0,0,1,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Turning Point Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,0,0,0,0,0,0,0,0,0,0.2093,0.0465,0,0.0116,0.7326,NA,NA,NA,NA,NA,NA,NA,0,NA,17627,NA,NA,13600,0.3511,2009,0.3511,0.4186,NA,0.5063291139,NA,NA,NA,NA,NA,30903,14539,9500,12556,NA,NA,27,NA,NA,0.8901098901,0.1868131868,0.2637362637,NA,0.5949367089,18855,12152,14539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",6579,"Prescott",4,NA,1,-2,0,8053,13,262299,-2,0,0,0,1,0,-2,86303,NA,0,0,14,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Empire Beauty School-Prescott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,0.8242,0,0.1209,0,0.033,0,0,0,0.022,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.3516,NA,31633,NA,NA,16000,0.7789,2009,0.8945,0.3736,NA,0.4405204461,0.5018587361,0.2359375,0.053125,NA,NA,51390,20822,9500,13667,0.9375,0.80625,26,NA,NA,0.9140625,0.225,0.325,NA,0.4981412639,30757,17155,20822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",5015,"Tempe",4,4847,4,11,1,21957,12,363934,-2,1,0,0,3,0,28,85283,0.2667,0,0,1,3,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,8,"University of Advancing Technology",NA,NA,0.333,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090,NA,0.6147,0.0651,0.0615,0.0367,0.0064,0.0018,0,0.0037,0.2101,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,32054,NA,18400,18400,NA,0.316,2009,0.6693,0.3257,NA,NA,0.6603221083,0.3598382749,0.1428571429,0.0633423181,0.0336927224,77155,26126,11625,24250,0.960916442,0.614555256,23,NA,NA,0.1091644205,0.1266846361,0.6212938005,0.0795148248,0.3396778917,57830,40775,26126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2336,"Tempe",4,4353,2,3,0,6210,12,404055,-2,1,0,0,1,0,13,85281,0.4706,0,0,4,3,0,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,1,"Brookline College-Tempe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,NA,0,0,0,0,0,0,0,0,0.0343,0.409,0.1319,0.0026,0.1478,0.2744,NA,NA,NA,NA,NA,NA,NA,0,NA,21383,NA,NA,12750,0.9554,2009,0.9359,0.5145,NA,0.4839802032,0.4006251628,0.2190650779,0.0656278643,0.0271310724,0.0142988084,25071,12998,8021.5,9500,0.910174152,0.960586618,28,NA,NA,0.7937671861,0.1992667278,0.1846012832,0.0170485793,0.5993748372,15227,9814,12998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",8436,"Glendale",4,8582,4,13,0,10868,11,407009,-2,1,0,0,3,0,19,85306,0.8571,0,0,5,1,0,0,0,0,1,"North Central Association of Colleges and Schools The Higher Learning Commission",0,12,"Arizona State University-West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",10977,"Tempe",4,5920,4,0,1,22828,12,420246,-2,1,0,0,4,0,26,85282,1,0,0,1,2,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,18,"Southwest College of Naturopathic Medicine & Health Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",5824,"Tucson",4,NA,1,-2,0,8889,11,450854,-2,1,0,0,1,0,-2,85710,NA,0,0,85,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-East Tucson",NA,NA,1,0.8731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,0.0305,0,0.0382,0,0,0,0,0,0.9313,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.2748,NA,28179,NA,NA,16820,0.5117,2009,0.7653,0.2137,NA,0.4846538187,0.4709731144,0.3613445378,0.1291151755,0.0530894711,0.0272862086,56003,18082,7500,10900,0.911814137,0.791992091,24,NA,NA,0.9511616411,0.164211567,0.403954523,0.007909046,0.5290268856,33400,19299,18082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",4418,"Phoenix",4,5430,3,11,0,10087,11,456612,-2,1,0,0,2,0,14,85029,0.1094,0,0,33,3,0,0,0,0,0,"Accrediting Council for Independent Colleges and Schools",0,6,"Brown Mackie College-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,0.4398,0.1481,0,0,0.0417,0,0.0278,0,0.3426,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9540,9540,NA,NA,2009,NA,0.5463,NA,0.5533108866,0.3796296296,0.6227130745,0.1735832218,0.0504239179,0.0207496653,31599,16863,7000,10600,0.491298527,0.946006247,29,NA,NA,0.7331548416,0.2510040161,0.187416332,0.0477465417,0.6203703704,19624,14364,16863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",3265,"Phoenix",4,NA,1,-2,1,9698,11,459116,-2,1,0,0,1,0,-2,85017,NA,0,0,1,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Paul Mitchell the School-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",3779,"Phoenix",4,7160,4,5,0,14697,11,482422,-2,1,0,0,3,0,19,85021,0.1783,0,0,25,3,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,6,"DeVry University-Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1784,"Kingman",4,NA,1,-2,0,729,33,485306,-2,1,0,0,1,0,-2,86409,NA,0,0,2,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"All Beauty College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2016,"Tempe",4,3920,4,11,1,12922,12,484613,-2,1,0,0,3,0,17,85282,0.046,0,0,38,3,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",0,15,"University of Phoenix-Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",5029,"Clarkdale",4,NA,1,-2,1,6755,41,484163,-2,0,0,0,1,0,-2,86324,NA,0,0,1,3,0,0,0,0,0,NA,0,-2,"Arizona School of Integrative Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",4257,"Phoenix",4,6100,3,6,0,20129,11,451972,-2,0,0,0,2,0,23,85021,0.1282,0,0,142,3,0,0,1,0,0,"Accrediting Council for Independent Colleges and Schools",0,6,"ITT Technical Institute-Phoenix",NA,NA,0.4319,0.4592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,NA,0,0.0501,0,0,0,0.0029,0,0,0.0029,0.5339,0.0118,0.0147,0.0767,0.3068,NA,NA,NA,NA,NA,NA,NA,0.0767,25537,NA,17148,17148,NA,0.4762,2009,0.8651,0.5546,NA,0.4920828258,0.4494518879,0.2093408413,0.0642596886,0.0288174892,0.0168930109,46040,21773,9500,26944,0.910566413,0.795296456,27,NA,NA,0.2719443524,0.2013911891,0.332891686,0.11725737,0.5505481121,29851,20939,21773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",9181,"Mesa",4,NA,1,-2,0,14011,11,454476,-2,1,0,0,1,0,-2,85202,NA,0,0,85,3,0,0,0,0,0,"National Accrediting Commission of Cosmetology Arts and Sciences",0,-2,"Regency Beauty Institute-Mesa",NA,NA,0.8333,0.8731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,0.0086,0,0,0,0,0,0,0,0.9914,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.2672,NA,29055,NA,NA,16820,0.5417,2009,0.7153,0.2672,NA,0.4846538187,0.4709731144,0.3613445378,0.1291151755,0.0530894711,0.0272862086,56003,18082,7500,10900,0.911814137,0.791992091,24,NA,NA,0.9511616411,0.164211567,0.403954523,0.007909046,0.5290268856,33400,19299,18082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",4705,"Phoenix",4,NA,1,-2,0,10253,11,469610,-2,1,0,0,1,0,-2,85053,NA,0,0,3,3,0,0,0,0,0,"Council on Occupational Education",0,-2,"Allen School-Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",8550,"Sells",4,4646,2,1,1,2056,43,442781,-2,1,0,0,1,0,33,85634,0.3409,0,0,1,1,0,0,0,0,0,"North Central Association of Colleges and Schools The Higher Learning Commission",1,1,"Tohono O'Odham Community College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,0,0,0,0,0,0,0,0,0,0.0216,0.0072,0.0144,0.9281,0.0288,NA,NA,NA,NA,NA,NA,NA,0.8345,NA,NA,1080,3672,NA,0.4171,2009,0,0.7756,NA,0.5,NA,NA,NA,NA,NA,19001,17799,NA,NA,NA,NA,32,NA,NA,0.7142857143,0.2063492063,0.1904761905,NA,0.5416666667,18028,14462,17799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
